horseID,name,country_age,owner,import_type,color_sex,sire,dam,dam_sire,url
J340,REZEKI,NZ / 3,"Joyce Lee Kwai Sheung, Irene Pong Oi Lin & Chan Shun Kuen",PP,Bay / Gelding,Ardrossan,O'Misty,O'Reilly,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J340
H059,RIGHTEOUS ARION,AUS / 4,Gentlemen's League Syndicate,PPG,Chestnut / Gelding,Rich Enuff,Tranquil Harmony,Dream Ahead,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H059
H477,SUPER GOLDI,NZ / 4,Marces Lee Tze Bun,ISG,Bay / Gelding,Tavistock,Steer By The Stars,Pivotal,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H477
H111,THESIS,GB / 5,Ngai Wing Yin,PP,Bay / Gelding,Kingman,Nimble Thimble,Mizzen Mast,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H111
J230,TIMES TABLE,NZ / 4,Mr & Mrs Eddie Li Sing Ip,PP,Bay / Gelding,Time Test,Super Power,Alamosa,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J230
H461,WINNING GOLD,AUS / 3,Winning Friends Syndicate,PPG,Bay / Gelding,Brazen Beau,Shimada,Smart Missile,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H461
G093,ARMOUR EAGLE,AUS / 6,Johnny Shih Jar Yi,PP,Bay / Gelding,Epaulette,Search For Fame,Quest For Fame,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G093
G451,CALIFORNIA DEEPLY,AUS / 4,Good Memory Syndicate,PP,Bay / Gelding,Deep Field,Murtle Turtle,Murtajill,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G451
H033,EIGHTEEN PALMS,NZ / 5,Terry Yik Kwok Wai,PPG,Brown / Gelding,El Roca,Buttermilk,More Than Ready,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H033
J366,ELEGANT LIFE,AUS / 3,23/24 Benno Yung Tin Pang Trainer Syndicate,PP,Bay / Gelding,Smart Missile,Rainbow,Lonhro,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J366
J364,FANTASTIC FUN,AUS / 3,"Mr & Mrs Hamen Fan Shi Hoo, Alex Fan Chen Yen and Christina Fan Chen Mun",PP,Chestnut / Gelding,Justify,Tails Wins,Tale Of The Cat,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J364
H203,HEALTHY HEALTHY,NZ / 4,"Lo Kui Lun, Lo Hoe, Stanley Lo Shek Yin & Sharon Lo Ching Wun",PPG,Bay / Gelding,Per Incanto,Spritz,Thorn Park,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H203
J509,J509,IRE / 3,Chen Yung Hung,PP,Bay / Gelding,Phoenix Of Spain,Clarinda,Montjeu,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J509
J512,J512,AUS / 3,Lucky Associates Syndicate,PP,Bay / Gelding,Ilovethiscity,Two Sugars,Dash For Cash,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J512
J529,J529,AUS / 4,Leung Tin Fu,PP,Bay / Gelding,Shooting To Win,Ray Of Sun,Rock Of Gibraltar,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J529
J535,J535,AUS / 3,AA84 Syndicate,PP,Chestnut / Gelding,Needs Further,Tycoon Sali,Last Tycoon,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J535
J539,J539,AUS / 3,William Yem Wai Lai,PP,Bay / Gelding,Stratosphere,Digger's Girl,Needs Further,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J539
H369,KA YING CHEER,AUS / 4,Ip Chi Ming,PPG,Bay / Gelding,Reward For Effort,Lady Phoebe,Stravinsky,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H369
J526,KUNG FU KID,IRE / 3,Ho Ho King Syndicate,PP,Bay / Gelding,Starspangledbanner,Perfect Pursuit,Pastoral Pursuits,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J526
J329,MAGIC HALLOW,AUS / 4,Jason Tam Siu Keung,PP,Bay / Gelding,Hallowed Crown,Emma Kate,Iglesia,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J329
J360,MIGHTY COMMANDER,AUS / 3,Happy Go Lucky Syndicate,PP,Bay / Gelding,Artie Schiller,Figlmuller,Snitzel,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J360
J271,PHANTOM CYCLONE,NZ / 3,Sharon Li Xue Ying,PP,Bay / Gelding,Belardo,Eastern Eclipse,Keeper,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J271
J403,RIDING HIGH,AUS / 3,Riding High Syndicate,PP,Bay / Colt,Exceed And Excel,Tempt Me Not,Strategic Maneuver,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J403
G170,ROCKET SPADE,AUS / 6,Henry Chuang Yueheng,PP,Bay / Gelding,Fastnet Rock,Affairoftheheart,Fusaichi Pegasus,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G170
J456,ROMAN CROWN,IRE / 3,Albert Hung Chao Hong,PP,Bay / Gelding,Mehmas,My Henrietta,Henrythenavigator,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J456
J214,SATIRICAL FAN,AUS / 4,"Dr Silas S S Yang, Wong Tak Wai & Ho Chi Keung",PP,Brown / Gelding,So You Think,Satirical Lady,Giant's Causeway,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J214
J437,SAVVY BRILLIANT,AUS / 3,Julian Hui Chun Hang,PP,Bay / Gelding,Toronado,Liberty Made,Statue Of Liberty,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J437
J168,SUNSTRIDER,AUS / 4,"Stephen Suo Suo, Jackson Wang Dong Ying & Lam Kong",PP,Bay / Gelding,Highland Reel,Lady Lightning,Birdstone,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J168
J019,THUNDER BLINK,IRE / 3,Cheung Yat Yuen & Yiu King Chuen,PPG,Bay / Colt,Ribchester,Mad Existence,Val Royal,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J019
J328,ACROSS DA UNIVERSE,IRE / 3,Athy Ngai Sze Yin,PP,Chestnut / Gelding,Bungle Inthejungle,Ms Gree,Toronado,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J328
J243,CALL TO COMMAND,AUS / 3,Lai Yiu Keung,PP,Bay / Gelding,Holler,Power Of Joy,Speed 'N' Power,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J243
J494,CASA ROCHESTER,NZ / 3,Aiko Wu Lok Ting,PP,Brown / Gelding,Redwood,Christmas Lily,More Than Ready,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J494
J444,DO YOUR PART,NZ / 3,Chan Chi Kong,PP,Bay / Gelding,Coats Choice,Blue Blond,Stravinsky,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J444
J293,ENCOURAGER,IRE / 3,Ada Wong Yin Man,PP,Bay / Gelding,Churchill,Miss Frangipane,Acclamation,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J293
G033,EXCELLENT PEERS,NZ / 6,"Chan Tung, Kwan Wah, Lo Wing Man & Jacqueline Wong Tik Yan",PPG,Bay / Gelding,Jimmy Choux,Lunar Eclipse,Darci Brahma,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G033
J445,FLYING FORTRESS,NZ / 3,23/24 Cody Mo Wai Kit Trainer Syndicate,PP,Bay / Gelding,Shamexpress,Starguru,Ishiguru,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J445
J540,J540,AUS / 3,Happy Victory Syndicate,PP,Bay / Gelding,U S Navy Flag,No Tricks,Savabeel,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J540
J384,MIGHTY STEED,NZ / 3,Choi Wong Ling Ling,PP,Bay / Gelding,Time Test,Perfect Vision,High Chaparral,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J384
H009,PRINCE OF PORTY,AUS / 5,"Cheng Ka King, Eleanor Yuen Man Suet & Ivy Cheung Wing Han",PPG,Chestnut / Gelding,Wandjina,Starry Light,Danehill Dancer,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_H009
G095,SETANTA,AUS / 6,James Lau Po Man & Alice Woo Wai See,PP,Bay / Gelding,Fastnet Rock,Legally Bay,Snippets,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G095
J361,SILK ROAD GLORY,AUS / 3,Ma Jun,PP,Bay / Gelding,Bull Point,Dollhouse,Snitzel,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J361
J469,TALE OF PERTH,AUS / 4,Eden Wong Chi Hong & Anita Chu Suk Ching,PP,Brown / Gelding,Supido,Delta Gee,Street Cry,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J469
J466,UPGRADE,AUS / 3,23/24 Me Tsui Yu Sak Trainer Syndicate,PP,Grey / Gelding,Overshare,Madame Reprieve,Pins,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J466
G343,EXCELLENT FIGHTER,AUS / 5,Fong Kit Yee,PPG,Bay / Gelding,Hinchinbrook,Whitney,More Than Ready,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G343
J266,HARMONY GALAXY,BRZ / 4,Yue Yun Hing,PP,Chestnut / Rig,Courtier,Zealous Vixen,Inexplicable,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J266
J091,KA YING SUPERB,NZ / 4,Leung Kei Pik,PP,Bay / Gelding,Belardo,Diamond Cut,Guillotine,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J091
J436,MOTOMAN,AUS / 3,The HK Racehorse Owners Association Syndicate,PP,Bay / Brown / Gelding,Super One,Sebeauty,Sebring,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J436
J365,NATURAL HIGH,AUS / 3,Elite Team Syndicate,PP,Bay / Gelding,Power,Oratry,Oratorio,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J365
G292,OUR LUCKY GLORY,BRZ / 6,Toast Trust Syndicate,PP,Chestnut / Gelding,Crafty C T,Corveta,Linngari,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G292
J277,PACKING HERMOD,AUS / 3,Roletta Lee Man Ching,PPG,Bay / Brown / Gelding,Rubick,Black Tulip,Lonhro,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J277
J108,RUN RAN RUN,IRE / 4,Yip Yuk Kit,PP,Chestnut / Gelding,No Nay Never,Scream Blue Murder,Oratorio,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J108
E414,SKY FOREVER,AUS / 6,Wong Chung Yin & Wong Lai Ngor,PP,Chestnut / Gelding,Not A Single Doubt,Tango,Starcraft,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E414
J038,SUPER LOVE DRAGON,AUS / 4,"Yip Wing Kui, Yip Loo Pik Lin, Yip Shu Bun & Antonia Liu Wing Yan",PP,Bay / Gelding,Real Impact,Yerbabuena,King Cugat,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J038
H044,SWEET BRIAR,NZ / 5,Sammy To Ping Kwan & Cheng Shenn,PPG,Bay / Gelding,Shamexpress,Allawara,Von Costa de Hero,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H044
J396,THRIVING BROTHERS,IRE / 3,"Yeung Chun Wang, Yeung Ho Wang & Yeung Chung Wang",PP,Bay / Gelding,U S Navy Flag,Blossom Deary,Duke Of Marmalade,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J396
G223,ARIEL,IRE / 6,Martin Siu Kim Sun,PP,Bay / Gelding,Exceed And Excel,Garra Molly,Nayef,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G223
G333,CAPITAL LEGEND,AUS / 5,Steve Ho,PP,Chestnut / Gelding,Capitalist,Sweet Melody,Tavistock,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G333
J077,ENIGMA,ITY / 4,Martin Siu Kim Sun,PP,Bay / Gelding,Full Drago,Orpen Light,Orpen,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J077
H072,G LINER,GB / 6,Circuit Land Syndicate,PP,Bay / Gelding,Siyouni,Toi Et Moi,Galileo,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H072
H328,GREENWICH,NZ / 4,Chan Shiu Shan,PPG,Brown / Gelding,War Decree,Miss Foxy Gal,Foxwedge,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H328
G264,KING ECCELLENTE,AUS / 5,Mr & Mrs Patrick Fung Pak Tung and Ophelia Fung Wing Sei,PPG,Bay / Gelding,Exceed And Excel,Caiguna,Dubai Destination,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G264
H088,MARK THE MOMENT,AUS / 5,Melody Yau Man Lok,PP,Bay / Gelding,Snitzel,Lassiter's Cat,Tale Of The Cat,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H088
G012,ONE FOR ALL,AUS / 5,"Fung Ka Pun, Kenneth Ting Woo Shou, David William Gwilt & Vicky Fung Wing Ki",PPG,Bay / Gelding,No Nay Never,Mystical Tale,Encosta de Lago,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G012
J331,PERFECT PAIRING,AUS / 4,Mr & Mrs Jerry Chow Shiu Ming,PP,Brown / Gelding,Pierro,Aonair,Fastnet Rock,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J331
J191,RICH HORSE,IRE / 3,Angela Hung Lam Ki,PP,Bay / Colt,Acclamation,Cravin Raven,Raven's Pass,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J191
J213,SMART CITY,AUS / 4,Howard Tang Ho Wai,PP,Bay / Brown / Gelding,Lonhro,Words Are Weapons,Dubawi,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J213
J022,SURUGA BAY,AUS / 4,Eden Wong Chi Hong & Anita Chu Suk Ching,PP,Bay / Gelding,Rebel Dane,Colizani,Congrats,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J022
J079,VIVA GRACIOUSNESS,AUS / 4,Arnaldo Ho Yau Heng,PP,Brown / Gelding,Deep Field,Divine City,Ferocity,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J079
J430,YEAH BUDDY,AUS / 4,Denys Chan Ho Sun,PP,Bay / Gelding,Hallowed Crown,Emotional,Commands,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J430
J299,BEAUTY THUNDER,IRE / 3,Kwok Siu Ming,PP,Bay / Gelding,Night Of Thunder,Tawayna,Invincible Spirit,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J299
H299,BIG RED,AUS / 5,All The Best Syndicate,PP,Chestnut / Gelding,Starcraft,Jackpot Queen,Not A Single Doubt,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H299
J222,ENJOY GOLF,AUS / 3,Wong Chun Tat,PPG,Bay / Gelding,Pariah,Fire Gully,Pierro,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J222
G119,HAPPY DAY,NZ / 5,Lee Ching Yiu,PPG,Chestnut / Gelding,Per Incanto,Siciliani,Darci Brahma,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G119
H381,I CAN,NZ / 4,Mr & Mrs Ting Wing Keung,PP,Bay / Gelding,Iffraaj,Khaseeb,New Approach,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H381
J247,KING GLORIOSO,NZ / 4,Mr & Mrs Patrick Fung Pak Tung and Ophelia Fung Wing Sei,PP,Bay / Gelding,Satono Aladdin,Fairfield Flame,Oasis Dream,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J247
G204,LUCKY EIGHT,AUS / 5,UNO Eight Syndicate,PPG,Bay / Gelding,Pride Of Dubai,Hussy Five Oh,Husson,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G204
H227,ROMANTIC CHARM,NZ / 5,Peter Lau Pak Fai & Suki Tang Xianfang,PP,Bay / Gelding,Savabeel,Keyarna Blue,O'Reilly,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H227
H228,SOLID SHALAA,AUS / 4,Adam Bin Hassan,PP,Bay / Gelding,Shalaa,Lady Sioux,Jet Spur,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H228
H395,SWIFT ASCEND,AUS / 4,Great United Peers Syndicate,PP,Bay / Gelding,Lord Kanaloa,Believe Yourself,Sebring,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H395
J305,WRITTEN CASA,AUS / 3,Wu Wei Lam,PP,Bay / Grey / Gelding,Written By,Silver Frost,Snitzel,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J305
J180,AEROINVINCIBLE,NZ / 3,Fortune Owners Syndicate,PPG,Brown / Gelding,Per Incanto,Miss Bondi,O'Reilly,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J180
H418,CALIFORNIATOTALITY,AUS / 3,Chester Liang Jun Yu,PPG,Bay / Gelding,Zoustar,Total Attraction,Nadeem,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H418
J219,CHATEAUNEUF,AUS / 3,Robert Ng Chee Siong,PPG,Bay / Gelding,Fastnet Rock,My Sabeel,Savabeel,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J219
H445,DEVILDOM,NZ / 4,Chen Hong Wei,PP,Bay / Gelding,Almanzor,Sussex Dancer,Danehill Dancer,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H445
H151,E UNIVERSE,AUS / 4,Jeffrey Yim Tsz Yu,PPG,Bay / Brown / Gelding,Super One,Classic Rush,Charge Forward,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H151
E282,EXUBERANT,AUS / 6,Cai Shui Syndicate,PPG,Brown / Gelding,Free Eagle,Coablo,Vettori,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E282
J080,FASHION LEGEND,AUS / 4,Mr & Mrs Boniface Ho Ka Kui,PP,Bay / Gelding,Deep Field,Sarong,Exceed And Excel,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J080
J042,FUN ELITE,AUS / 3,Central Professionals Syndicate,PPG,Bay / Colt,Brazen Beau,Intendment,Strategic,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J042
J533,J533,NZ / 4,Happy Mission Syndicate,PP,Bay / Gelding,Zacinto,Kovka,Rip Van Winkle,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J533
H149,JOY COMING,AUS / 4,Wong Wing Hong,PPG,Brown / Gelding,Sooboog,Anadyomene,Northern Meteor,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H149
G006,KOKUSHI MUSOU,NZ / 6,Jimmy Wong Kwok Kin & Michael Wong Tak Choy,PPG,Brown / Gelding,Bullbars,Shalaka,Lonhro,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G006
H391,MA COMET,AUS / 4,Yeoh Saw Kheng,PP,Chestnut / Gelding,Capitalist,Theatric,Casino Prince,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H391
J244,MAJESTIC EXPRESS,AUS / 3,Larry Yung Chi Kin,PP,Bay / Gelding,I Am Invincible,Unassailed,Fastnet Rock,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J244
D387,METRO WARRIOR,AUS / 7,Metro Express Syndicate,PP,Bay / Gelding,Fastnet Rock,Scandinavia,Snippets,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D387
J112,ORIENTAL TYCOON,AUS / 4,Chef's Table Syndicate,PP,Bay / Gelding,Written Tycoon,Noondie,Flying Spur,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J112
G328,PRIME MORTAR,AUS / 5,Calvin Chan Wai Pong,PPG,Chestnut / Gelding,Winning Rupert,Call Me Sachi,Sebring,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G328
H441,TOP PEAK,NZ / 4,Vitus Yiu & Florence Yiu,PPG,Bay / Gelding,Swiss Ace,Tessica,Johannesburg,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H441
H331,ACCOLADE START,IRE / 4,Edward Chan King Sang,PP,Brown / Gelding,Gregorian,La Belle Maison,Titus Livius,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H331
J040,BALLISTIC WIN,NZ / 3,Ballistic Racing Syndicate,PPG,Brown / Gelding,Ace High,Toy Story,Viking Ruler,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J040
J173,CITY THUNDER,AUS / 3,Wong Cho Bau,PP,Chestnut / Gelding,Starspangledbanner,Our Secret Sister,Toorak Toff,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J173
G222,COMING PATCH,IRE / 5,Yeung Kin Man,PP,Brown / Gelding,Dabirsim,Dierama,Dark Angel,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G222
G471,DENFIELD,AUS / 4,Yue Yun Hing & Anita Yue Lam Chik Sun,ISG,Chestnut / Gelding,Deep Field,Bousquet,More Than Ready,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G471
J298,HIGHLAND RAHY,USA / 4,"Peter Chu Ka Lok, Maria Teresa Chu & Dr Christopher Chu Ping Wing",PP,Bay / Gelding,Hard Spun,Patti O'Rahy,Rahy,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J298
J304,NEBRASKAN,AUS / 3,"Kenneth Lam Sze Ken, Timothy Junior Lam & Terry Fok Kwong Hang",PP,Bay / Gelding,Snitzel,Prairie Star,High Chaparral,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J304
H233,NORTHERN BEAST,AUS / 4,"Ngai Man, Amy Wang Hong & Doris Ngai Yan Tung",PPG,Brown / Gelding,Maurice,Tiffany's Diamond,Northern Meteor,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H233
H047,OWNERS' PRAISE,AUS / 5,HK Horseowners Syndicate,PPG,Bay / Gelding,Toronado,Cincinnati Gal,Langfuhr,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H047
H296,SERANGOON,AUS / 4,Li She Syndicate,PP,Brown / Gelding,Ilovethiscity,Maraudamiss,Clangalang,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H296
H438,THE ABSOLUTE,NZ / 3,Leon Chan,PPG,Bay / Gelding,Satono Aladdin,Gardenier,Rip Van Winkle,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H438
J193,WAH MAY WAI WAI,IRE / 3,Mr & Mrs Lau Ying Wah,PP,Chestnut / Gelding,Churchill,Jira,Medicean,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J193
H076,ACE VICTORY,AUS / 5,High Value Syndicate,PP,Bay / Gelding,Vancouver,Anatole,Quiet American,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H076
G303,BILLIONAIRE SECRET,IRE / 5,Mr & Mrs Yan Qing Lin,PP,Bay / Gelding,Slade Power,Roseisarose,Acclamation,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G303
E168,BLISSFUL STAR,NZ / 6,Wu Chak Man & Ng Chit Yam,PPG,Bay / Gelding,Power,La Vienne,Thorn Park,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E168
H460,BOWSER,AUS / 3,Jolly Family Syndicate,PPG,Bay / Brown / Gelding,All Too Hard,Be Happy,Bernardini,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H460
G241,DREAM PURSUER,AUS / 6,Marvin Li Hailin,PP,Bay / Gelding,Moshe,Gloray,Street Hero,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G241
E209,ERNEST FEELING,AUS / 6,Dr & Mrs Anthony W K Chow and Justin Chow,PPG,Bay / Brown / Gelding,Epaulette,Melancolia,Hard Spun,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E209
J290,FLYING WROTE,NZ / 3,Simon Tsang Heung Tung & Shirley Tsang Huang Yang,PPG,Bay / Gelding,Wrote,O'Sabrina,Snitzel,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J290
J323,GRAND NOVA,AUS / 3,Wilson Lau Wing Sun,PPG,Bay / Gelding,Vancouver,Longing,Lonhro,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J323
G144,INTREPID WINNER,AUS / 6,Winway Racing Syndicate,PP,Bay / Gelding,Fastnet Rock,Soubrettes,High Chaparral,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G144
J174,MY FLYING ANGEL,AUS / 3,Annie Cheung King Wai & Gavin Cheung King Chi,PP,Chestnut / Gelding,Zoustar,Summer Girlfriend,Forest Camp,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J174
J263,STEPS AHEAD,AUS / 3,"Yeung Sing Tung, Sunny Yeung Wah Hon & Janice Yeung Wah Kei",PPG,Bay / Gelding,Written By,Avocado,Snitzel,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J263
