horseID,name,country_age,owner,import_type,color_sex,sire,dam,dam_sire,url
J033,MR MAESTRO,AUS / 4,Stanley Tsang Ming Chit,PPG,Brown / Gelding,Star Witness,Rock Cathedral,Octagonal,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J033
J200,NEVER PETER OUT,AUS / 3,Herbert Cheung Po Lun,PPG,Brown / Gelding,Grunt,Hateel,Star Witness,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J200
J212,SKYEY BLUE,IRE / 3,Forever Favourite Syndicate,PPG,Chestnut / Gelding,Cotai Glory,Ibtasama,Street Cry,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J212
H273,STERLING WONGCHOY,AUS / 4,Lester C H Kwok,PPG,Grey / Gelding,Demerit,Native Silver,Metal Storm,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H273
H133,TALENTS SUPREMO,GB / 5,Talentogether Syndicate,PP,Brown / Gelding,Bated Breath,Tested,Selkirk,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H133
G030,UNITED ENDEAVORS,AUS / 5,Happy Plus Syndicate,PPG,Bay / Gelding,Headwater,Illinois Magic,Zabeel,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G030
C460,WOOD ON FIRE,NZ / 8,Cheung Ka Wai,PPG,Bay / Gelding,Per Incanto,Lutine Belle,O'Reilly,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C460
H488,AMAZINGTEAMWORK,AUS / 4,Happy at Work Syndicate,ISG,Bay / Gelding,Spirit Of Boom,Abscond,Galileo,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H488
G429,CIRCUIT TEN,IRE / 5,"Cheung Kwok Ping, Ho Yin Sang & Tsang Kin Wa",PP,Bay / Gelding,Cotai Glory,Jollification,Acclamation,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G429
J013,C P ONE,AUS / 3,Paul Leung Yuk Hung & The Hon Leung Kenneth Yuk Wai,PPG,Bay / Brown / Gelding,The Autumn Sun,Real Stolle,Elusive Quality,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J013
G373,DIVINE SHINING,AUS / 5,Wong Kwong Miu,PP,Bay / Gelding,Furnaces,Grapevine,Denman,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G373
H375,FAST AS ROCKET,AUS / 4,ASAP Syndicate,PPG,Chestnut / Gelding,Sooboog,Silent Rage,Nicconi,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H375
G463,FOREVER FOLKS,AUS / 5,So Wing Keung,ISG,Brown / Gelding,Tavistock,Tempting Delight,Northern Meteor,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G463
H454,JOLLY COMPANION,AUS / 4,22/23 Man Ka Leung Trainer Syndicate,PP,Bay / Gelding,All Too Hard,Nubian,More Than Ready,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H454
J177,LINK,AUS / 3,Mixion Lam Ting Kwok,PPG,Bay / Gelding,Exosphere,Bathing Beauty,Exceed And Excel,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J177
J100,MARIO,NZ / 3,Thing On Group Syndicate,PPG,Bay / Gelding,Swiss Ace,Secluded,Postponed,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J100
H180,MR GOOD VIBES,NZ / 4,Kenneth Shi Ho Ming,PPG,Grey / Gelding,El Roca,Rubi de Lago,Encosta de Lago,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H180
G172,PALACE PAL,NZ / 6,Horse Connoisseur Syndicate,PP,Bay / Gelding,Mongolian Khan,Dolce Bella,Postponed,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G172
J159,SKY SONG,AUS / 3,"Kwan Kin Man, Dora Kwan Man Ting & Bryan Kwan Hon Ming",PPG,Brown / Gelding,No Nay Never,Highly Valued,High Chaparral,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J159
H065,WINNING HEART,IRE / 5,United Generations Syndicate,PP,Bay / Gelding,Starspangledbanner,Ostatnia,Amadeus Wolf,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H065
H156,COSMO NAVIGATOR,NZ / 4,Wu Wei Lam,PPG,Bay / Gelding,Darci Brahma,Chant,Traditionally,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H156
H068,CRYSTAL POWERFUL,AUS / 4,Wong Ping Kuen,PP,Bay / Gelding,Exceed And Excel,Vicennalia,More Than Ready,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H068
H409,FIGHT TIME,AUS / 4,"Daren Wong Wai Chow, Lau Kay Jing & Eric Liu Kar Hang",PPG,Bay / Gelding,Nicconi,Rhandara,Redoute's Choice,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H409
J032,FORTUNE COOKIES,AUS / 3,Kevin Chan Kai Ho,PPG,Chestnut / Gelding,Star Turn,Arziki,Tale Of The Cat,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J032
J074,ME TIME,GB / 4,Mike Cheung Shun Ching,PPG,Bay / Gelding,Cracksman,Belle Rose,Golden Sword,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J074
H347,RUBY SAILING,AUS / 3,Michael Chan Se Ping & Law Lai Wan,PPG,Chestnut / Gelding,Starspangledbanner,Mutate,Octagonal,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H347
D186,STRIVE FOR GLORY,USA / 7,Connie Siu Kim Ying,PP,Brown / Gelding,Dialed In,Chu And You,You And I,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D186
G475,SUPER WISE DRAGON,AUS / 5,"Yip Wing Kui, Yip Loo Pik Lin, Eddie Hurip & Cissy Hurip",ISG,Chestnut / Gelding,Snitzel,Houston Benefactor,Encosta de Lago,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G475
H471,CHATEAU LE PECHE,NZ / 3,Chan Yuen Lam,PPG,Bay / Gelding,Embellish,Lovetrista,Rock Of Gibraltar,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H471
H202,FURY AND GOLD,NZ / 4,Victor Hui Chun Fui,PPG,Bay / Gelding,Not A Single Doubt,Valpolicella,Red Ransom,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H202
E157,GLUCK RACER,AUS / 6,Lau Kwai Ching,PPG,Brown / Gelding,Super One,Keep The Filly,Keep The Faith,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E157
C531,HARMONY N HOME,IRE / 8,"Cheung Ming Man, Cheung Ying Ho, Joseph Lee Chung Tak & Antonny Cheng King Chiu",ISG,Brown / Gelding,Slade Power,Keepers Hill,Danehill,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C531
C476,HERCULES,AUS / 8,Lordson Syndicate,PP,Brown / Gelding,Medaglia d'Oro,Soul Mama,Charge Forward,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C476
D033,HERO STAR,AUS / 8,"Mr & Mrs Wong Kwun Keong, Wong Men Chu and Wong Bo Chu",PPG,Bay / Gelding,Kaphero,Winning Betsy,Redoute's Choice,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D033
H055,HOSS,AUS / 5,Nova Stella Syndicate,PPG,Bay / Brown / Gelding,Fiorente,Bona Fides,Elusive Quality,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H055
H213,JOYFUL PROSPERITY,JPN / 4,Dr & Mrs Silas S S Yang and Michelle H Y Yang,PPG,Grey / Gelding,Daiwa Major,Sweet Lady,Encosta de Lago,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H213
J059,MISTER FOX,AUS / 4,Li Kui Ching,PPG,Bay / Brown / Gelding,Pierro,Ephemera,More Than Ready,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J059
H405,PARENTS' LOVE,AUS / 3,"Edmund Ho Kwok Shing, Joe Fong Fu Yuen, Edwin Fong Yick Chung & Manfred Lau Wah Yip",PPG,Bay / Gelding,Deep Field,National Anthem,Rock Of Gibraltar,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H405
H483,PATCH OF TIME,AUS / 4,Katherine Yeung Kit Yi,ISG,Brown / Gelding,Written Tycoon,Lady Gracious,Redoute's Choice,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H483
H354,SPECIAL HEDGE,NZ / 4,Absolute Hedge Syndicate,PPG,Brown / Gelding,Unusual Suspect,Delgatie Pearl,Perfectly Ready,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H354
J184,SUPER CHARIZZARD,NZ / 3,Nice and Gentle Syndicate,PPG,Grey / Gelding,U S Navy Flag,Ala Rasi,Dalakhani,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J184
G272,YOUNG HORIZON,AUS / 5,HKJC Racing Club Limited,PPG,Chestnut / Gelding,Star Witness,Shalimar Sky,Hurricane Sky,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G272
D090,COLONEL,NZ / 7,Syed Pervez Hussain,PPG,Brown / Gelding,Ferlax,Outrageous Fortune,Volksraad,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D090
H428,FANCY STAR,NZ / 4,"Mr & Mrs Stephen Ho Wai Man, Fred Ho Ka Chun and Derek Ho Ka Chung",PPG,Bay / Gelding,Turn Me Loose,Sally's Mustang,Nicconi,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H428
J006,HERO WARRIOR,AUS / 3,Ying Kee Club Syndicate,PPG,Chestnut / Gelding,Capitalist,Dorodansa,Bellamy Road,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J006
H018,ISLAND GOLDEN,NZ / 4,Ng Yick Lam,PPG,Bay / Gelding,Time Test,The Beckett,Spartacus,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_H018
D267,KYRUS UNICORN,IRE / 8,Emily Wong Man Yan & Wong Ying Sheung,PP,Grey / Gelding,Havana Gold,Zindana,Dalakhani,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D267
H386,MR ALADDIN,NZ / 4,Leung Siu Yin,PPG,Bay / Gelding,Satono Aladdin,Bateleur,Gone West,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H386
D258,SO AWESOME,NZ / 7,"Eddie Law Kar Chung, Ada Ng Wai Hing, Edwin Law Pok Hin & Amanda Law Yah Man",PPG,Bay / Gelding,Rip Van Winkle,Lion Blanc,Reset,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D258
H200,URBAN TRIUMPH,NZ / 4,Tang Kun Ping,PPG,Brown / Gelding,Divine Prophet,Glaze,Danzero,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H200
D513,AMAZING BOY,IRE / 7,Back Room Boys Syndicate,ISG,Bay / Gelding,Holy Roman Emperor,Ashtaroute,Holy Bull,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D513
H253,CERVIN,FR / 4,Jeanne Ng Mien Yi,PPG,Grey / Gelding,Holy Roman Emperor,Justice Angel,Dark Angel,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H253
H283,DAILY TROPHY,NZ / 4,Peter Cheng & Jerry Cheng Chun Ho,PPG,Bay / Gelding,Tarzino,Gin Swing,Keeper,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H283
D075,HAPPY TANGO,AUS / 8,Chan Chi Sun,PPG,Bay / Gelding,Eavesdropper,Red Dawn,Western Red,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D075
C037,INVINCIBLE MISSILE,AUS / 8,Law Cheuk & Shiu Leung Piu,PPG,Bay / Gelding,Smart Missile,Phaedra,Hussonet,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C037
H426,JOYFUL LIFE,NZ / 4,Tam Ho Man,PPG,Brown / Gelding,Swiss Ace,Military Rose,General Nediym,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H426
D050,LUCKY QUALITY,AUS / 7,Leung Kai Fai,PPG,Bay / Gelding,Medaglia d'Oro,Watchful Eyes,Street Sense,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D050
H268,MERCHANT PRINCE,AUS / 4,Lucky Forever Syndicate,PP,Bay / Gelding,Written Tycoon,Afleet Esprit,Bel Esprit,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H268
J121,MOLLY'S WITNESS,AUS / 3,Super Molly Racing Syndicate,PPG,Bay / Gelding,Star Witness,Surprise Party,Commands,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J121
H144,SONIC BOOM,AUS / 3,"George Lee Hing Fai, Wong Che Leung, Alan Lee Tat Luen & Wong Chi Kin",PPG,Brown / Gelding,Better Than Ready,Lune Rouge,Malibu Moon,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H144
H097,SPEEDY FORTUNE,AUS / 4,Mightier Sword Racing Syndicate,PPG,Chestnut / Gelding,Pariah,Greytfilly,Ferocity,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H097
H121,TATTENHAM,AUS / 4,Wilfred Ng,PP,Bay / Gelding,Hellbent,Sprout,High Chaparral,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H121
H465,THE CONCENTRATION,AUS / 3,Ken Chan Chun Ning,PPG,Brown / Gelding,Hellbent,Ivy Blue,Arlington,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H465
J088,BRAVO WARRIOR,NZ / 3,Gary Lau Sun Tao & Ronald Lau Sun Ting,PPG,Bay / Gelding,Per Incanto,Mandalong Belle,Choisir,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J088
G339,CHILLI BABA,AUS / 4,"Henry Cheng Wai Hong, Alan Lai Ka Ho, Bond Ng Chun Pong & Dr Herman Leung Ho Ming",PPG,Bay / Gelding,Capitalist,Keep Me Warm,Northern Meteor,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G339
H353,HIGH RISE POWER,AUS / 4,Ko Yin Kei,PPG,Bay / Gelding,Smart Missile,Brown Paper,Big Brown,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H353
H195,NOBLE WIN,AUS / 5,Mr & Mrs Tony Tang Wai Bun,PP,Bay / Brown / Gelding,Deep Field,Doctrine,Artie Schiller,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H195
G203,SPICY SO SMART,AUS / 4,"Ng Chong Muk, Wong Man & Ng Siu Luen",PPG,Bay / Gelding,Outreach,Bellalicious,Mossman,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G203
H358,YOUTH POWER,ITY / 4,The Youth Syndicate,PP,Bay / Gelding,Blu Constellation,Hidden Agenda,Avonbridge,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H358
H154,GOOD VIEW GLORY,AUS / 4,Good View Syndicate,PPG,Chestnut / Gelding,American Pharoah,Summer's Day,Darci Brahma,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H154
H054,JOY IN JOY,AUS / 5,Elaine Lit Hei King & Eddie Lee Chi Keung,PPG,Chestnut / Gelding,Dissident,Able,Northern Meteor,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H054
H374,LAPRAS,AUS / 4,Elaine Chan Yin Ling,PPG,Brown / Gelding,Smart Missile,Lady Mary,Dane Shadow,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H374
H148,MULTIDARLING,AUS / 4,Ronald Cheung Joo Cheong,PPG,Bay / Gelding,Shalaa,Stellar Vinia,Redoute's Choice,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H148
G462,RELIABLE PROFIT,NZ / 5,Mr & Mrs William Yem Wai Lai,ISG,Grey / Gelding,Reliable Man,Oh So Royal,Danzero,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G462
J041,RUNNING BOY,NZ / 4,Man Sau Keung,PPG,Bay / Gelding,Almanzor,Emira,Commands,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J041
B456,SMART LEADER,AUS / 9,The Executors of the Estate of the late Ming Shui Sum,PP,Bay / Gelding,Delago Deluxe,Aemilee,Grand Lodge,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B456
G427,SPANGLE FORTUNE,IRE / 5,Maria Teresa Chu,PP,Brown / Gelding,Starspangledbanner,Hope So,Bated Breath,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G427
H193,SPEEDY CHARIOT,NZ / 4,New Chariot Club Syndicate,PPG,Bay / Gelding,Zacinto,Napa Sky,Stravinsky,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H193
G408,SUPER EAGLE,AUS / 5,Leung Lun Ping,PP,Chestnut / Gelding,Mshawish,Elektra Lass,Street Hero,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G408
H489,THE KHAN,IRE / 4,Eddie Junior Yau,ISG,Bay / Gelding,Acclamation,Above The Mark,Street Cry,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H489
H437,AROMATICA,AUS / 4,"Cai Kui, Kenny Tse Chiu Ping & Billy Tse Chiu Man",PPG,Bay / Gelding,Ribchester,Babelicious,Not A Single Doubt,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H437
H404,CALIFORNIA ICON,AUS / 3,California Racing Syndicate,PPG,Bay / Brown / Gelding,Deep Field,Fashion Icon,More Than Ready,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H404
G395,DRAGON DELIGHT,AUS / 5,Chow Yun Sheung & Chow Tat Chi,PP,Bay / Gelding,Wandjina,Pediment,Lonhro,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G395
J035,FRUITY WARRIOR,NZ / 3,"Lai Kim Wai, Lai Ka Fung & Lai Ka Yee",PPG,Bay / Gelding,Turn Me Loose,Aypebe,Fusaichi Pegasus,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J035
H332,HARRY'S HERO,GB / 4,Chow Yuet Kam,PP,Chestnut / Gelding,Hawkbill,Flora Medici,Sir Percy,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H332
H486,KINGLY DEMEANOR,GB / 4,Leung Shek On,ISG,Brown / Gelding,Oasis Dream,Brom Felinity,Encosta de Lago,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H486
H339,NINJA DERBY,NZ / 4,"Wilson Chan Wai Kwok, Joseph Yim Wai Ho & Gary Ng Ka Wai",PP,Bay / Gelding,Ocean Park,Pastrana,Fastnet Rock,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H339
B370,PAKISTAN FRIEND,AUS / 9,Kareem Din & Nazir Begum Din,ISG,Chestnut / Gelding,Not A Single Doubt,Heaven Beneath,More Than Ready,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B370
J097,TELECOM BULLET,AUS / 3,Sunny Cheung King Fung,PPG,Chestnut / Gelding,Pariah,Walklikeanegyptian,Encosta de Lago,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J097
G389,BEAU GOSSE,NZ / 4,Dr Andy Poon Tsz Chung,PPG,Bay / Gelding,Time Test,Shehzaadi,Pins,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G389
H304,E GLORY,AUS / 3,Mr & Mrs Stanley Yim Yuk Lun,PPG,Bay / Gelding,American Pharoah,Star Of Sydney,Starcraft,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H304
H434,GALLANT GOODY,AUS / 4,Eric Suen Ming Fung,PPG,Bay / Gelding,Deep Field,La Cicciolina,Bernardini,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H434
H196,GO GO GO,NZ / 4,Bricks Lovers Syndicate,PPG,Bay / Gelding,Charm Spirit,Guessed,Snippetson,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H196
H199,KING INVINCIBLE,NZ / 4,Thomas Leung Wai Kin,PPG,Brown / Gelding,Darci Brahma,Thewayweroll,Thewayyouare,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H199
J065,MANYTHANKS FOREVER,AUS / 3,"Chan Wing Kwong, Patrick Ng Pak Hong, Albert Lee Wai Choi & Alex Lee Yiu Cheung",PPG,Chestnut / Gelding,Star Witness,Bukzel,Snitzel,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J065
G276,MASTER OF LUCK,NZ / 5,Lucky Horses Syndicate,PPG,Bay / Gelding,Burgundy,Precious,Stravinsky,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G276
H083,TURTLE AGAIN,NZ / 4,"Ho Koon Wah, Dominic Ho Tsz Kin, Hui Chun Yuen & Tsui Yuk Wah",PPG,Bay / Brown / Gelding,Proisir,Hollywood Angel,Dehere,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H083
J150,VULCANUS,AUS / 3,Dr Alan Lee Wai Kin,PPG,Bay / Gelding,Lean Mean Machine,Fair Choice,Redoute's Choice,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J150
D287,ALLOY KING,AUS / 7,Lun Hoi Sze,PPG,Bay / Gelding,Zoffany,Terhaab,More Than Ready,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D287
E194,ARTHUR'S KINGDOM,IRE / 7,Yau Kwok Fai,PP,Bay / Gelding,Camelot,Madeira Mist,Grand Lodge,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E194
E400,ASIAN ONE,NZ / 6,Joey Tong Yat Sing,PPG,Chestnut / Gelding,Ocean Park,Warm Whispers,Stravinsky,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E400
H178,CHEER FOR SOUTH,AUS / 4,"Chan Man Chun, James Mathew Fong, Vincent Wong Ling Sun & Timothy Wong Cheuk Tim",PPG,Bay / Gelding,Deep Field,Buenismo,Snitzel,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H178
H315,GO HERO,AUS / 4,Willie Leung Yiu Chung,PPG,Bay / Gelding,Kermadec,Accented,Helmet,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H315
H295,JOYFUL FRIENDSHIP,AUS / 4,"Violet Sin Lau Po Lan, Christopher Sin Hong Ching & Chung Yen Ting",PP,Chestnut / Gelding,Fighting Sun,Coup de Beel,Savabeel,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H295
E488,PERFECT PEACH,AUS / 5,Harry Tsang Cheung Hin,ISG,Chestnut / Gelding,Sebring,Fashion,Anabaa,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E488
H371,PHILOS,AUS / 4,Leung Tin Fu,PPG,Bay / Gelding,Shalaa,Nataya Rose,Canny Lad,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H371
G109,TIMESTORM,AUS / 5,"David Mong Tak Yeung, Jasmie Mong Shuk Mei & Jocelyn Mong Shuk Ching",PPG,Bay / Horse,Outreach,Adriatic,Sebring,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G109
J005,WINNING SEVEN,AUS / 3,Wellander Friends Syndicate,PPG,Bay / Gelding,Artie Schiller,Chloe Carashan,Desert King,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J005
H011,COOL BLUE,NZ / 5,Active Blue Syndicate,PPG,Chestnut / Gelding,Foxwedge,Imanana,More Than Ready,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_H011
H310,E TALENT,AUS / 3,HKEIA Horse Racing Syndicate,PPG,Brown / Gelding,Lean Mean Machine,Strassa,Street Cry,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H310
H365,LADY BILLIE,AUS / 3,Dr Jimmy Wong Chi Ho,PPG,Bay / Filly,Capitalist,Go Astray,Gone Astray,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H365
D311,MAXIMIZE HEART,IRE / 7,Chan Kam Hung & Alan Chan Kin On,ISG,Bay / Gelding,Holy Roman Emperor,Nictate,Teofilo,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D311
G384,RATTAN WORLD,NZ / 4,Timmy Wong Ka Kit,PPG,Chestnut / Gelding,Per Incanto,Senatorial,Savabeel,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G384
G251,SUPER JOY,AUS / 5,Leung Kwan Tong,PPG,Grey / Gelding,Starcraft,Hannah Jane,Anabaa,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G251
G129,MEDIC ELITE,NZ / 5,Medicore Syndicate,PPG,Bay / Gelding,Zacinto,You Are Amazing,Thewayyouare,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G129
H476,PATCH OF WATCH,AUS / 4,Katherine Yeung Kit Yi,ISG,Bay / Gelding,I Am Invincible,Solar Moon,Pivotal,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H476
H057,SAME TO YOU,AUS / 5,"Colin Cheung Kwok Lam, Amos Cheung Sai Keung & Gary Hui Ka Yau",PPG,Brown / Gelding,Mikki Isle,Redan Lane,Flying Spur,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H057
