horse_id,race_id,result,date,location_run,distance,G,race_class,dr,rtg,trainer,jockey,lbw,win_odds,act_wt,running_position,finish_time,weight,gear
E279,662,10,13/05/23,"ST / Turf / ""C""",1400,Y,3,7,75,J Size,A Hamelin,4-1/2,9.5,132,3 6 6 10,1.24.95,1169,E/P
E279,645,03,07/05/23,"ST / Turf / ""B""",1400,S,3,2,75,J Size,A Hamelin,2-3/4,32,128,6 7 11 3,1.23.88,1168,E/P
E279,602,06,23/04/23,ST / AWT,1200,GD,3,6,77,J Size,V Borges,6,60,128,10 9 6,1.09.03,1170,PC-/E/P2
E279,220,11,04/12/22,ST / AWT,1650,GD,3,8,79,J Size,V Borges,9-3/4,42,134,2 3 4 11,1.38.53,1174,B-/E/PC2
E279,149,13,06/11/22,"ST / Turf / ""C+3""",1600,G,2,8,81,J Size,A Hamelin,6-1/2,40,125,6 4 4 13,1.35.30,1170,B/E
E279,120,08,23/10/22,"ST / Turf / ""B+2""",1400,GF,2,3,83,J Size,A Hamelin,5-1/4,24,118,9 8 9 8,1.22.21,1154,B/E
E279,083,10,09/10/22,"ST / Turf / ""A""",1400,G,2,5,84,J Size,V Borges,3-3/4,39,120,11 10 8 10,1.21.75,1140,B/E
E279,816,09,10/07/22,"ST / Turf / ""C+3""",1400,G,2,11,84,J Size,A Badel,5-1/2,18,134,12 12 10 9,1.22.14,1176,B/E
E279,778,02,25/06/22,"ST / Turf / ""B""",1400,GF,2,1,81,J Size,A Badel,N,12,119,5 4 3 2,1.21.50,1172,B/E
E279,730,05,05/06/22,"ST / Turf / ""C""",1400,G,2,6,83,J Size,A Hamelin,2-1/2,19,120,5 3 3 5,1.22.34,1174,B/E
E279,665,05,15/05/22,"ST / Turf / ""C+3""",1600,GY,2,4,84,J Size,Z Purton,2,5.3,122,2 2 2 5,1.35.85,1170,PC-/E/B2
E279,643,10,04/05/22,ST / AWT,1650,GD,2,7,85,J Size,H Bentley,7,6.9,115,10 10 11 10,1.37.84,1183,E/PC
E279,590,03,16/04/22,ST / AWT,1650,GD,3,1,85,J Size,J Moreira,1-1/2,4.4,133,8 7 6 3,1.38.36,1177,B-/E/PC1
E279,531,06,27/03/22,"ST / Turf / ""A+3""",1600,G,2,4,85,J Size,J Moreira,2-1/4,1.7,120,5 5 6 6,1.35.16,1171,B/E
E279,500,04,12/03/22,"ST / Turf / ""C+3""",1400,G,2,1,85,J Size,V Borges,1-1/4,7.7,123,8 8 7 4,1.21.50,1171,B/E
E279,391,01,03/02/22,"ST / Turf / ""B+2""",1400,G,3,6,77,J Size,J Moreira,2-1/4,6.6,133,9 9 8 1,1.21.66,1165,E/B1
E279,346,08,16/01/22,"ST / Turf / ""C+3""",1400,G,3,1,79,J Size,V Borges,6,12,133,11 10 10 8,1.22.35,1168,P-/E
E279,296,04,29/12/21,ST / AWT,1650,GD,3,8,80,J Size,V Borges,2-3/4,17,132,9 9 8 4,1.37.84,1165,E/P1
E279,243,07,12/12/21,"ST / Turf / ""A""",1600,G,2,5,82,J Size,V Borges,2-1/2,8.1,113,6 7 8 7,1.34.72,1165,E
E279,195,06,21/11/21,"ST / Turf / ""B+2""",1800,G,2,8,84,J Size,V Borges,3-1/4,15,121,8 7 8 8 6,1.48.29,1158,E
E279,145,WV,03/11/21,"HV / Turf / ""A""",1800,G,2,--,84,J Size,V Borges,--,--,117,--,--,--,--
E279,122,05,24/10/21,"ST / Turf / ""C""",1400,GF,2,9,85,J Size,A Badel,4-1/2,11,118,13 13 12 5,1.21.54,1156,E
E279,083,06,06/10/21,"HV / Turf / ""A""",1650,G,2,3,83,J Size,M L Yeung,4-1/2,6.9,113,5 3 3 6,1.39.45,1143,E
E279,071,02,01/10/21,"ST / Turf / ""A""",1400,G,2,3,83,J Size,A Badel,1-1/2,14,120,9 8 8 2,1.21.39,1143,E
E279,046,07,19/09/21,"ST / Turf / ""C""",1600,G,2,3,83,J Size,V Borges,3-1/2,20,118,7 6 6 7,1.34.19,1144,E
H170,811,10,06/07/24,"ST / Turf / ""C""",1200,GF,3,11,76,T P Yung,L Ferraris,6-1/2,36,133,4 4 10,1.09.66,1274,B/TT
H170,741,11,08/06/24,"ST / Turf / ""C""",1400,G,3,6,76,T P Yung,E C W Wong,15-1/2,6.8,125,11 7 7 11,1.24.02,1275,B/TT
H170,665,08,11/05/24,"ST / Turf / ""C""",1200,GF,3,5,76,T P Yung,Z Purton,3-1/4,4.3,135,5 4 8,1.10.06,1271,B/TT
H170,561,01,07/04/24,"ST / Turf / ""B+2""",1200,G,3,3,69,T P Yung,Z Purton,1,2,128,1 1 1,1.08.98,1261,B/TT
H170,486,02,10/03/24,"ST / Turf / ""C""",1200,G,3,8,68,T P Yung,Z Purton,SH,1.9,126,2 2 2,1.10.06,1270,B/TT
H170,413,03,12/02/24,"ST / Turf / ""A""",1200,G,3,9,67,T P Yung,C L Chau,1/2,8,125,4 1 3,1.09.03,1254,B/TT
H170,375,02,28/01/24,"ST / Turf / ""A+3""",1200,G,3,8,64,T P Yung,C L Chau,1/2,10,120,3 2 2,1.09.33,1261,B/TT
H170,297,01,01/01/24,"ST / Turf / ""A""",1200,G,4,1,58,T P Yung,E C W Wong,1-1/2,2.3,125,2 1 1,1.09.80,1266,B/TT
H170,233,03,10/12/23,"ST / Turf / ""A""",1400,G,4,10,58,T P Yung,C L Chau,1-3/4,6.4,132,4 2 3 3,1.23.61,1259,B/TT
H170,180,02,19/11/23,"ST / Turf / ""B+2""",1400,GF,4,5,57,T P Yung,C L Chau,1-1/2,13,132,5 4 4 2,1.21.84,1251,B/TT
H170,836,05,16/07/23,"ST / Turf / ""A""",1400,GY,3,10,60,T P Yung,L Hewitson,5-3/4,25,117,1 1 1 5,1.24.00,1254,V-/B1/TT
H170,759,07,18/06/23,"ST / Turf / ""C+3""",1200,G,3,9,62,T P Yung,M Dee,6,24,117,4 6 7,1.09.99,1240,V1/TT
H170,701,06,28/05/23,"ST / Turf / ""A""",1200,G,3,1,64,T P Yung,K C Leung,5,11,122,4 4 6,1.09.99,1229,TT1
H170,618,04,30/04/23,"ST / Turf / ""A""",1200,G,3,12,64,T P Yung,C L Chau,2-3/4,156,120,12 11 4,1.09.88,1260,--
G110,772,12,23/06/24,"ST / Turf / ""A""",1400,G,3,3,77,C Fownes,C Y Ho,11-1/2,14,133,11 8 8 12,1.23.68,1215,B-/V1/TT
G110,703,09,26/05/24,"ST / Turf / ""A""",1400,G,3,5,79,C Fownes,C Y Ho,3-1/2,12,129,10 10 12 9,1.22.12,1250,B2/TT
G110,634,03,01/05/24,"HV / Turf / ""A""",1650,GY,3,3,80,C Fownes,H Bowman,4,6.8,135,11 10 11 3,1.40.98,1236,TT1
G110,571,05,10/04/24,"HV / Turf / ""B""",1650,G,2,2,82,C Fownes,A Badel,3,3.7,117,6 5 5 5,1.39.78,1232,--
G110,467,06,03/03/24,ST / AWT,1650,GD,2,4,84,C Fownes,K Teetan,2,5.5,120,7 7 7 6,1.39.95,1239,--
G110,443,05,21/02/24,"HV / Turf / ""C+3""",1650,G,3,7,84,C Fownes,K Teetan,2-1/2,5.9,135,10 10 10 5,1.39.77,1219,--
G110,265,02,20/12/23,"HV / Turf / ""C""",1650,G,2,7,83,C Fownes,C Y Ho,3/4,8.2,120,8 3 1 2,1.41.36,1204,--
G110,173,03,15/11/23,"HV / Turf / ""B""",1650,G,2,1,83,C Fownes,C Y Ho,1-1/2,4.3,120,7 6 5 3,1.40.41,1205,--
G110,142,06,05/11/23,"ST / Turf / ""C+3""",1600,G,2,4,85,C Fownes,M Chadwick,3,11,132,9 9 8 6,1.34.67,1205,--
G110,036,05,20/09/23,"HV / Turf / ""B""",1650,G,2,10,85,C Fownes,C Y Ho,1-1/2,4.8,120,11 11 11 5,1.39.42,1196,--
G110,010,04,10/09/23,"ST / Turf / ""A""",1400,GY,2,10,85,C Fownes,H Bentley,2-3/4,7.4,125,8 6 6 4,1.22.88,1199,--
G110,826,02,12/07/23,"HV / Turf / ""B""",1650,GF,2,10,85,C Fownes,C Y Ho,1/2,4.5,125,9 8 8 2,1.39.80,1218,--
G110,797,05,03/07/23,"ST / Turf / ""C""",1400,GY,2,6,86,C Fownes,C Y Ho,2-3/4,9.6,125,9 7 5 5,1.22.84,1207,B-
G110,757,09,18/06/23,"ST / Turf / ""C+3""",1400,G,2,10,86,C Fownes,C Y Ho,4,5.1,125,5 6 6 9,1.22.57,1206,B
G110,700,03,28/05/23,"ST / Turf / ""A""",1400,G,2,11,85,C Fownes,K Teetan,3/4,5.4,122,9 11 10 3,1.21.67,1209,B
G110,653,07,10/05/23,ST / AWT,1650,GD,2,10,86,C Fownes,C Y Ho,4,5.7,122,11 9 8 7,1.37.67,1208,B
G110,509,10,19/03/23,"ST / Turf / ""A""",2000,G,4YO,3,86,C Fownes,D Lane,4-1/2,24,126,7 7 10 10 10,2.03.49,1206,B
G110,453,03,26/02/23,"ST / Turf / ""A+3""",1800,GF,4YO,11,84,C Fownes,B Shinn,2-3/4,18,126,11 12 12 10 3,1.46.69,1215,B
G110,377,05,29/01/23,"ST / Turf / ""A+3""",1600,G,4YO,3,84,C Fownes,C Y Ho,4-1/4,12,126,10 11 11 5,1.35.26,1196,B
G110,339,02,15/01/23,"ST / Turf / ""A""",1400,G,2,13,82,C Fownes,H Bowman,1/2,3.7,125,14 14 14 2,1.21.56,1206,B
G110,223,03,04/12/22,ST / AWT,1200,GD,2,4,82,C Fownes,C Y Ho,1-3/4,5.5,117,10 9 3,1.07.76,1205,B1
G110,149,06,06/11/22,"ST / Turf / ""C+3""",1600,G,2,7,82,C Fownes,C Y Ho,2-1/4,4.6,126,11 12 10 6,1.34.61,1214,--
G110,120,02,23/10/22,"ST / Turf / ""B+2""",1400,GF,2,5,81,C Fownes,C Y Ho,3/4,3.1,116,10 10 4 2,1.21.52,1221,--
G110,083,07,09/10/22,"ST / Turf / ""A""",1400,G,2,3,81,C Fownes,M Chadwick,1-1/2,3.2,117,10 11 12 7,1.21.43,1218,--
G110,747,03,12/06/22,"ST / Turf / ""C+3""",1600,G,2,2,81,C Fownes,J Moreira,2-1/4,1.4,119,4 4 3 3,1.35.57,1211,--
G110,627,01,01/05/22,"ST / Turf / ""B""",1400,GY,3,3,74,C Fownes,J Moreira,N,1.6,127,5 5 4 1,1.22.85,1219,--
G110,481,01,06/03/22,"ST / Turf / ""C""",1400,G,3,9,67,C Fownes,J Moreira,3/4,2.4,120,11 11 10 1,1.21.75,1200,--
G110,392,01,03/02/22,"ST / Turf / ""B+2""",1200,G,4,8,59,C Fownes,J Moreira,1-1/4,2.5,132,7 6 1,1.09.67,1214,--
G110,284,01,27/12/21,"ST / Turf / ""A+3""",1000,G,4,3,52,C Fownes,J Moreira,3/4,2.6,126,11 5 1,0.57.13,1241,--
G209,820,12,10/07/24,"HV / Turf / ""B""",1800,GF,3,8,75,C W Chang,A Hamelin,63-3/4,35,130,5 5 5 12 12,1.59.09,1018,B/TT
G209,748,08,12/06/24,"HV / Turf / ""B""",1200,G,3,6,77,C W Chang,H T Mo,4-1/2,34,131,11 10 8,1.11.02,999,B/TT
G209,703,10,26/05/24,"ST / Turf / ""A""",1400,G,3,1,79,C W Chang,H T Mo,3-3/4,29,127,5 5 4 10,1.22.15,1006,B/TT
G209,645,05,05/05/24,"ST / Turf / ""B""",1200,G,2,9,80,C W Chang,H T Mo,4-1/4,160,113,11 11 5,1.09.50,1014,B/TT
G209,571,06,10/04/24,"HV / Turf / ""B""",1650,G,2,3,82,C W Chang,K Teetan,4-1/2,22,117,8 7 7 6,1.40.03,1004,B/TT
G209,543,07,31/03/24,"ST / Turf / ""A+3""",1600,G,2,4,84,C W Chang,H T Mo,6,48,118,5 5 6 7,1.36.12,1017,B/TT
G209,492,12,10/03/24,"ST / Turf / ""C""",1800,GY,2,5,86,C W Chang,K De Melo,3,36,119,8 8 9 9 12,1.49.43,1012,B/TT
G209,438,05,21/02/24,"HV / Turf / ""C+3""",1650,G,1,4,88,C W Chang,K De Melo,3-1/4,30,122,7 7 7 5,1.40.64,1006,B/TT
G209,330,12,10/01/24,"HV / Turf / ""B""",1800,G,G3,7,89,K W Lui,K De Melo,7,35,117,11 11 11 10 12,1.49.39,1024,B/TT
G209,265,07,20/12/23,"HV / Turf / ""C""",1650,G,2,2,89,K W Lui,L Hewitson,3-1/4,6.7,126,5 6 6 7,1.41.77,1008,B/TT
G209,231,12,06/12/23,"HV / Turf / ""A""",1800,G,2,8,89,K W Lui,L Hewitson,9-1/4,6.3,125,12 12 12 11 12,1.51.00,1000,B/TT
G209,109,01,22/10/23,"ST / Turf / ""B+2""",1800,G,2,2,84,K W Lui,K De Melo,N,23,119,9 8 7 4 1,1.46.87,991,B/TT
G209,034,01,20/09/23,"HV / Turf / ""B""",1650,G,3,1,77,K W Lui,L Hewitson,2-1/4,4,132,6 6 5 1,1.40.23,985,B/TT
G209,778,08,28/06/23,"HV / Turf / ""C""",1650,G,3,6,79,K W Lui,K C Leung,5-1/4,14,135,5 5 5 8,1.40.84,987,B/TT
G209,710,08,31/05/23,"HV / Turf / ""C+3""",1650,GF,3,10,80,K W Lui,K C Leung,3-1/4,31,135,12 12 12 8,1.39.80,990,B/TT
G209,501,09,15/03/23,"HV / Turf / ""C""",1650,G,3,12,80,K W Lui,C Y Ho,4-1/4,21,135,12 11 11 9,1.40.61,1019,B/TT
G209,406,05,08/02/23,"HV / Turf / ""B""",1650,G,3,2,80,K W Lui,K C Leung,1-3/4,8.6,131,5 5 3 5,1.39.84,1012,B/TT
G209,346,01,18/01/23,"HV / Turf / ""C""",1650,G,3,11,75,K W Lui,L Hewitson,SH,13,132,11 11 11 1,1.40.99,1008,B/TT
G209,230,08,07/12/22,"HV / Turf / ""A""",1650,G,3,1,75,K W Lui,H Doyle,2-3/4,5,131,6 6 8 8,1.40.96,990,B/TT
G209,177,05,16/11/22,"HV / Turf / ""B""",1650,G,3,10,74,K W Lui,C Y Ho,3/4,5.3,132,9 9 9 5,1.39.18,1008,CP-/H-/B1/TT
G209,109,02,19/10/22,"HV / Turf / ""B""",1650,GF,3,11,72,K W Lui,C Y Ho,NOSE,10,129,9 9 8 2,1.39.11,1006,CP/H/TT
G209,035,04,21/09/22,"HV / Turf / ""B""",1200,GF,3,8,72,K W Lui,C Y Ho,2,7.4,129,9 8 4,1.09.98,999,CP/H/TT
G209,805,09,06/07/22,"HV / Turf / ""A""",1200,G,3,9,72,K W Lui,J Moreira,6-1/2,3.1,127,10 11 9,1.10.16,1008,CP/H/TT
G209,719,01,01/06/22,"HV / Turf / ""C+3""",1200,GF,3,1,63,K W Lui,J Moreira,2-1/2,2.3,117,5 5 1,1.08.89,1009,H/CP1/TT
G209,597,02,20/04/22,"HV / Turf / ""C""",1200,G,3,2,61,K W Lui,C Y Ho,N,5.3,119,3 3 2,1.09.53,976,H/TT
G209,557,03,06/04/22,"HV / Turf / ""A""",1000,G,3,2,62,K W Lui,C Y Ho,3,33,118,4 4 3,0.56.96,996,H/TT
G209,493,10,12/03/22,"ST / Turf / ""C+3""",1000,G,3,5,64,K W Lui,M F Poon,6-3/4,51,115,7 12 10,0.57.13,995,H/TT
G209,428,07,16/02/22,"HV / Turf / ""C""",1200,G,3,6,64,K W Lui,C Y Ho,2,35,118,10 10 7,1.09.78,980,H/TT
G209,387,13,03/02/22,"ST / Turf / ""B+2""",1000,G,3,1,64,K W Lui,M F Poon,10-3/4,62,115,8 14 13,0.58.17,966,H1/TT1
G476,820,02,10/07/24,"HV / Turf / ""B""",1800,GF,3,7,72,W K Mo,H Bowman,NOSE,6.4,127,6 8 8 7 2,1.48.88,1153,TT
G476,780,02,26/06/24,"HV / Turf / ""C""",1650,G,3,11,70,W K Mo,K C Leung,1,20,124,10 7 2 2,1.40.01,1161,TT
G476,750,07,12/06/24,"HV / Turf / ""B""",1650,G,3,6,70,W K Mo,K C Leung,2-3/4,14,130,6 5 5 7,1.40.90,1155,TT
G476,692,01,22/05/24,"HV / Turf / ""C+3""",1650,G,3,5,65,W K Mo,K C Leung,N,6,121,7 7 7 1,1.40.24,1156,TT
G476,634,02,01/05/24,"HV / Turf / ""A""",1650,GY,3,1,63,W K Mo,K C Leung,1/2,14,119,4 3 3 2,1.40.43,1143,TT
G476,597,11,17/04/24,"HV / Turf / ""C""",1650,G,3,10,65,W K Mo,K C Leung,6,38,123,11 12 11 11,1.41.77,1146,CP-/H-/TT
G476,539,09,27/03/24,"HV / Turf / ""A""",1650,G,3,10,67,W K Mo,K C Leung,7,22,123,7 7 7 9,1.41.10,1157,CP/H/TT
G476,474,08,03/03/24,"ST / Turf / ""B+2""",1400,G,3,5,69,W K Mo,A Atzeni,5-1/4,20,127,10 10 11 8,1.23.02,1155,CP/H/TT
G476,426,04,15/02/24,"HV / Turf / ""C""",1800,G,3,12,71,W K Mo,B Avdulla,2-1/2,30,126,7 7 7 7 4,1.51.16,1148,CP/H/TT
G476,387,06,31/01/24,"HV / Turf / ""A""",1650,G,3,12,73,W K Mo,Z Purton,4-3/4,13,130,11 9 8 6,1.40.81,1143,H/CP1/TT
G476,331,12,10/01/24,"HV / Turf / ""B""",1800,G,3,7,74,W K Mo,C L Chau,6-3/4,6.8,128,6 6 6 7 12,1.51.50,1150,H/TT
G476,249,04,13/12/23,"HV / Turf / ""B""",1650,G,3,7,74,W K Mo,C L Chau,1-1/4,5.8,127,9 9 9 4,1.40.54,1153,H/TT
G476,211,02,29/11/23,"HV / Turf / ""C+3""",1800,G,3,3,73,W K Mo,J McDonald,1,9.1,130,6 6 5 4 2,1.49.35,1149,H/TT
G476,175,03,15/11/23,"HV / Turf / ""B""",1650,G,3,1,73,W K Mo,Z Purton,1-1/2,5.1,129,6 6 5 3,1.39.74,1141,H/TT
G476,098,03,18/10/23,"HV / Turf / ""B""",1650,Y,3,2,72,W K Mo,Z Purton,1-1/4,2.4,129,3 3 4 3,1.41.43,1145,H/TT
G476,073,01,04/10/23,"HV / Turf / ""C+3""",1650,GF,3,11,65,W K Mo,Z Purton,1-1/4,6.2,121,5 5 5 1,1.38.85,1146,H/TT
G476,796,12,03/07/23,"ST / Turf / ""C""",1600,GY,3,14,65,J Richards,C Y Ho,4-1/4,17,122,12 11 11 12,1.37.07,1137,H/TT
G476,748,07,14/06/23,"HV / Turf / ""B""",1650,G,3,9,65,J Richards,Z Purton,2-1/2,2.4,122,6 6 5 7,1.40.38,1147,H/TT
G476,665,01,17/05/23,"HV / Turf / ""B""",1650,G,4,2,59,J Richards,Z Purton,3/4,1.6,135,5 5 5 1,1.39.57,1151,H/TT
G476,610,02,26/04/23,"HV / Turf / ""C+3""",1650,G,4,8,57,J Richards,Z Purton,1/2,3.2,133,8 8 8 2,1.40.56,1140,H/TT
G476,545,01,02/04/23,"ST / Turf / ""A+3""",1400,G,4,5,49,J Richards,Z Purton,2-1/2,4.1,125,11 11 9 1,1.23.24,1144,H/TT
G476,450,07,26/02/23,"ST / Turf / ""A+3""",1400,GF,4,7,50,J Richards,B Shinn,2-1/2,25,125,14 13 11 7,1.22.79,1146,H1/TT
G476,355,08,21/01/23,"ST / Turf / ""B""",1400,G,4,1,52,J Richards,C L Chau,3-1/2,15,125,6 5 4 8,1.23.00,1146,TT
G476,273,10,24/12/22,"ST / Turf / ""B""",1200,GF,4,8,52,J Richards,C Y Ho,5,25,131,7 8 10,1.10.10,1166,TT1
H122,830,12,14/07/24,"ST / Turf / ""A""",1600,G,3,11,75,T P Yung,H Bowman,14-1/4,27,132,4 4 4 12,1.36.95,1164,TT
H122,772,09,23/06/24,"ST / Turf / ""A""",1400,G,3,7,75,T P Yung,Y L Chung,7-1/2,46,128,8 11 13 9,1.23.07,1161,TT
H122,703,12,26/05/24,"ST / Turf / ""A""",1400,G,3,3,75,T P Yung,Z Purton,4-1/4,9.3,125,2 4 5 12,1.22.20,1172,TT
H122,646,01,05/05/24,"ST / Turf / ""B""",1400,G,3,12,70,T P Yung,H Bowman,SH,10,127,2 2 2 1,1.22.00,1165,TT
H122,558,08,03/04/24,ST / AWT,1650,GD,3,4,72,T P Yung,A Badel,6,11,122,3 2 2 8,1.38.71,1161,TT
H122,539,04,27/03/24,"HV / Turf / ""A""",1650,G,3,3,73,T P Yung,A Badel,3-3/4,9,129,1 1 1 4,1.40.57,1157,TT
H122,443,08,21/02/24,"HV / Turf / ""C+3""",1650,G,3,8,73,T P Yung,L Hewitson,4,10,124,1 1 1 8,1.40.04,1168,TT
H122,404,02,07/02/24,"HV / Turf / ""B""",1650,G,3,4,73,T P Yung,C L Chau,1-3/4,5.2,125,1 1 2 2,1.41.15,1167,TT
H122,349,08,17/01/24,"HV / Turf / ""C""",1650,G,3,9,73,T P Yung,Z Purton,4,7.4,132,1 1 1 8,1.41.42,1166,TT
H122,296,02,29/12/23,"HV / Turf / ""C+3""",1650,G,3,9,72,T P Yung,L Ferraris,1,10,127,1 1 1 2,1.40.43,1156,TT
H122,249,01,13/12/23,"HV / Turf / ""B""",1650,G,3,5,67,T P Yung,Z Purton,3/4,2.9,122,1 1 1 1,1.40.34,1148,TT
H122,154,08,08/11/23,"HV / Turf / ""A""",1800,G,3,4,69,T P Yung,C L Chau,5-1/4,3.9,122,1 1 1 1 8,1.49.15,1139,TT
H122,136,03,01/11/23,"HV / Turf / ""C+3""",1650,G,3,12,69,T P Yung,K Teetan,2-3/4,14,126,9 10 8 3,1.40.73,1156,TT
H122,076,02,11/10/23,"HV / Turf / ""A""",1650,G,3,1,67,T P Yung,C L Chau,N,12,120,1 1 1 2,1.39.65,1136,TT
H122,043,10,24/09/23,"ST / Turf / ""C""",1400,G,3,8,69,T P Yung,A Badel,9-3/4,62,124,2 2 4 10,1.22.76,1132,TT
H122,316,13,08/01/23,"ST / Turf / ""C+3""",1800,G,3,7,73,C Fownes,A Badel,8-1/2,23,129,1 1 1 3 13,1.48.48,1099,TT
H122,300,12,01/01/23,"ST / Turf / ""C""",1400,G,3,13,73,C Fownes,H Bentley,9,32,130,11 13 12 12,1.23.52,1114,TT1
G360,817,06,10/07/24,"HV / Turf / ""B""",1650,GF,2,2,76,K W Lui,M F Poon,4,18,114,5 5 5 6,1.38.55,1124,B
G360,768,08,23/06/24,"ST / Turf / ""A""",2000,GF,3,5,76,K W Lui,C Y Ho,3-1/4,9.7,131,10 11 12 12 8,2.01.75,1125,B
G360,739,02,08/06/24,"ST / Turf / ""C""",1800,G,3,4,74,K W Lui,C Y Ho,1/2,24,129,9 7 6 7 2,1.47.44,1121,B
G360,618,07,28/04/24,"ST / Turf / ""A""",1600,Y,3,6,74,K W Lui,C Y Ho,6,18,129,8 9 10 7,1.35.71,1138,B
G360,493,10,10/03/24,"ST / Turf / ""C""",1600,GY,3,12,74,K W Lui,C L Chau,4-1/4,31,132,8 6 5 10,1.37.29,1145,B
G360,453,01,25/02/24,"ST / Turf / ""A+3""",1600,G,3,2,69,K W Lui,C L Chau,SH,19,123,4 3 4 1,1.34.71,1146,B
G360,331,10,10/01/24,"HV / Turf / ""B""",1800,G,3,2,70,K W Lui,A Atzeni,3-1/2,10,126,4 4 5 6 10,1.50.99,1135,B1
G360,237,11,10/12/23,"ST / Turf / ""A""",1800,G,3,14,70,K W Lui,C Y Ho,14,11,127,3 8 3 6 11,1.50.24,1129,--
G360,835,02,16/07/23,"ST / Turf / ""A""",1600,G,3,9,68,K W Lui,C Y Ho,N,3.7,123,3 5 5 2,1.35.36,1123,--
G360,755,03,18/06/23,"ST / Turf / ""C+3""",1800,G,3,3,68,K W Lui,C Y Ho,1,2.8,123,4 4 6 6 3,1.48.05,1128,--
G360,663,01,13/05/23,"ST / Turf / ""C""",1600,Y,3,5,62,K W Lui,C Y Ho,N,6.3,118,5 5 6 1,1.37.15,1125,--
G360,587,05,15/04/23,"ST / Turf / ""C""",1600,G,3,9,62,K W Lui,C Y Ho,3/4,4.2,118,3 4 6 5,1.35.60,1126,--
G360,530,03,26/03/23,"ST / Turf / ""C+3""",1400,G,3,5,62,K W Lui,C Y Ho,1,4.5,120,10 8 7 3,1.22.40,1125,--
G360,490,02,11/03/23,"ST / Turf / ""C""",1400,G,4,1,60,K W Lui,C Y Ho,SH,7,135,7 5 4 2,1.21.62,1130,--
G360,391,04,05/02/23,"ST / Turf / ""B+2""",1400,G,4,8,60,K W Lui,L Hewitson,3,7.8,135,8 8 7 4,1.22.79,1133,--
G360,333,03,15/01/23,"ST / Turf / ""A""",1200,G,4,11,58,K W Lui,C Y Ho,N,11,134,14 13 3,1.10.15,1137,--
G360,099,09,16/10/22,"ST / Turf / ""A+3""",1400,GF,4,8,58,K W Lui,C Y Ho,4-3/4,6.4,133,7 8 13 9,1.22.46,1168,--
G360,043,03,25/09/22,"ST / Turf / ""C""",1200,GF,4,6,58,K W Lui,C Y Ho,1-1/2,6.7,133,3 4 3,1.09.48,1167,--
G360,811,01,10/07/22,"ST / Turf / ""C+3""",1200,G,4,5,52,K W Lui,C Y Ho,N,9.7,130,8 9 1,1.09.84,1161,--
J082,819,03,10/07/24,"HV / Turf / ""B""",1000,GF,3,1,73,M Newnham,Z Purton,1/2,2.3,130,1 1 3,0.56.57,1059,H/SR/TT
J082,749,01,12/06/24,"HV / Turf / ""B""",1000,G,3,2,65,M Newnham,Z Purton,2,2.1,121,5 1 1,0.56.88,1059,H/SR/TT
J082,730,04,05/06/24,"HV / Turf / ""A""",1200,GY,3,1,65,M Newnham,L Ferraris,3/4,4.7,123,1 1 4,1.10.64,1064,H/SR/TT
J082,691,07,22/05/24,"HV / Turf / ""C+3""",1000,G,3,10,65,M Newnham,A Badel,3,10,121,6 8 7,0.57.46,1069,H/SR/TT
J082,608,02,24/04/24,"HV / Turf / ""C+3""",1000,G,3,3,63,M Newnham,L Ferraris,HD,9.2,120,2 1 2,0.56.64,1060,H/SR/TT
J082,538,04,27/03/24,"HV / Turf / ""A""",1000,G,3,11,64,M Newnham,L Ferraris,2-1/2,118,122,2 2 4,0.57.26,1072,H/SR/TT
J082,491,10,10/03/24,"ST / Turf / ""C""",1000,G,3,9,64,M Newnham,L Ferraris,9-3/4,66,121,4 5 10,0.58.26,1067,H1/SR1/TT1
E447,791,03,01/07/24,"ST / Turf / ""B""",1200,G,3,4,74,D J Hall,A Badel,4-1/2,9.6,134,10 7 3,1.08.96,1045,CP
E447,722,06,02/06/24,"ST / Turf / ""B""",1400,GF,3,10,74,D J Hall,H Bowman,4-1/4,6.9,134,10 10 9 6,1.22.45,1044,CP
E447,702,03,26/05/24,"ST / Turf / ""A""",1200,G,3,5,74,D J Hall,A Badel,2-3/4,10,132,6 6 3,1.09.14,1045,CP
E447,605,01,20/04/24,"ST / Turf / ""C+3""",1200,G,3,10,68,D J Hall,A Badel,N,12,126,9 6 1,1.09.22,1043,CP
E447,526,03,24/03/24,"ST / Turf / ""A""",1200,GF,3,2,68,D J Hall,A Badel,2-1/2,10,128,6 5 3,1.08.59,1046,CP
E447,486,01,10/03/24,"ST / Turf / ""C""",1200,G,3,2,63,D J Hall,A Badel,SH,6.1,121,7 6 1,1.10.04,1046,CP
E447,387,07,31/01/24,"HV / Turf / ""A""",1650,G,3,3,65,D J Hall,K De Melo,4-3/4,12,122,3 6 5 7,1.40.83,1033,CP1
E447,349,05,17/01/24,"HV / Turf / ""C""",1650,G,3,7,67,D J Hall,K De Melo,2-1/2,13,126,5 5 5 5,1.41.15,1039,B-
E447,306,10,01/01/24,"ST / Turf / ""A""",1400,G,3,8,69,D J Hall,B Avdulla,3-1/2,18,128,6 5 5 10,1.23.57,1039,B
E447,278,07,23/12/23,"ST / Turf / ""C""",1400,G,3,14,71,D J Hall,A Badel,3-1/2,18,126,14 14 13 7,1.23.18,1040,B
